diagnosis_type	diagnosis_code	diagnosis_description	icd9cm	icd10cm	flags
ICD9	V43.89	OTHER ORGAN OR TISSUE REPLACED BY OTHER MEANS	V4389	Z969	10000
ICD9	171.5	MALIGNANT NEOPLASM OF CONNECTIVE AND OTHER SOFT TISSUE OF ABDOMEN	1715	C49A4	10000
ICD9	611.4	ATROPHY OF BREAST	6114	N642	00000
ICD9	863.52	INJURY TO TRANSVERSE COLON WITH OPEN WOUND INTO CAVITY	86352	S36501A	10111
ICD9	754.2	CONGENITAL MUSCULOSKELETAL DEFORMITIES OF SPINE	7542	Q675	10000
ICD9	016.56	TUBERCULOSIS OF OTHER MALE GENITAL ORGANS, TUBERCLE BACILLI NOT FOUND BY BACTERIOLOGICAL OR HISTOLOGICAL EXAMINATION, BUT TUBERCULOSIS CONFIRMED BY OTHER METHODS [INOCULATION OF ANIMALS]	01656	A1815	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S89009D	10000
ICD9	315.2	OTHER SPECIFIC DEVELOPMENTAL LEARNING DIFFICULTIES	3152	F8189	10000
ICD9	202.61	MALIGNANT MAST CELL TUMORS INVOLVING LYMPH NODES OF HEAD, FACE, AND NECK	20261	C9621	10000
ICD9	661.40	Hypertonic, incoordinate, or prolonged uterine contractions, unspecified as to episode of care or not applicable	66140	O624	10000
ICD9	934.0	FOREIGN BODY IN TRACHEA	9340	T17410A	10000
ICD9	752.0	ANOMALIES OF OVARIES, CONGENITAL	7520	Q5039	10000
ICD9	E838.8	OTHER AND UNSPECIFIED WATER TRANSPORT ACCIDENT INJURING OTHER SPECIFIED PERSON	E8388	V9489XA	10000
ICD9	524.30	Unspecified anomaly of tooth position	52430	M2630	00000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S62171D	10000
ICD9	682	OTHER CELLULITIS AND ABSCESS	6820	L03213	10000
ICD9	V54.13	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF HIP	V5413	S72121D	10000
ICD9	608.9	UNSPECIFIED DISORDER OF MALE GENITAL ORGANS	6089	R102	10000
ICD9	V54.17	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF VERTEBRAE	V5417	S12121D	10000
ICD9	302.51	TRANS-SEXUALISM WITH ASEXUAL HISTORY	30251	F640	10000
ICD9	E983.0	HANGING, UNDETERMINED WHETHER ACCIDENTALLY OR PURPOSELY INFLICTED	E9830	NoDx	11000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82132D	10000
ICD9	998.00	Postoperative Shock, Unspecified	99800	T8110XA	10000
ICD9	789.47	ABDOMINAL RIGIDITY, GENERALIZED	78947	R1937	00000
ICD9	755.27	LONGITUDINAL DEFICIENCY, ULNAR, COMPLETE OR PARTIAL (WITH OR WITHOUT DISTAL DEFICIENCIES, INCOMPLETE)	75527	Q7150	10000
ICD9	157.3	MALIGNANT NEOPLASM OF PANCREATIC DUCT	1573	C253	00000
ICD9	368.60	NIGHT BLINDNESS, UNSPECIFIED	36860	H5360	00000
ICD9	V54.19	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF OTHER BONE	V5419	S3289XD	10000
ICD9	806.30	OPEN FRACTURE OF T(1)-T(6) LEVEL WITH UNSPECIFIED SPINAL CORD INJURY	80630	S22019B	10112
ICD9	830	DISLOCATION OF JAW	8300	S0302XA	10000
ICD9	654.93	OTHER AND UNSPECIFIED ABNORMALITY OF ORGANS AND SOFT TISSUES OF PELVIS, ANTEPARTUM CONDITION OR COMPLICATION	65493	O3491	10000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S42436D	10000
ICD9	V54.13	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF HIP	V5413	S72043D	10000
ICD9	378.01	MONOCULAR ESOTROPIA	37801	H50012	10000
ICD9	V67	FOLLOW-UP EXAMINATION	V6700	Z09	10000
ICD9	804.66	OPEN FRACTURES INVOLVING SKULL OR FACE WITH OTHER BONES, WITH CEREBRAL LACERATION AND CONTUSION, WITH LOSS OF CONSCIOUSNESS OF UNSPECIFIED DURATION	80466	S06339A	10112
ICD9	138	LATE EFFECTS OF ACUTE POLIOMYELITIS	138	B91	10000
ICD9	703.8	OTHER SPECIFIED DISEASES OF NAIL	7038	L603	10000
ICD9	209.40	Benign carcinoid tumor of the small intestine, unspecified portion	20940	D3A019	00000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S62013D	10000
ICD9	806.19	OPEN FRACTURE OF C(5)-C(7) LEVEL WITH OTHER SPECIFIED SPINAL CORD INJURY	80619	S12501B	10122
ICD9	275.1	DISORDERS OF COPPER METABOLISM	2751	E8309	10000
ICD9	007.5	CYCLOSPORIASIS	0075	A074	00000
ICD9	E815.0	OTHER MOTOR VEHICLE TRAFFIC ACCIDENT INVOLVING COLLISION ON THE HIGHWAY INJURING DRIVER OF MOTOR VEHICLE OTHER THAN MOTORCYCLE	E8150	V8609XA	10000
ICD9	362.35	CENTRAL RETINAL VEIN OCCLUSION	36235	H348121	10000
ICD9	868.12	INJURY TO BILE DUCT AND GALLBLADDER, WITH OPEN WOUND INTO CAVITY	86812	S36129A	10111
ICD9	601.4	PROSTATITIS IN DISEASES CLASSIFIED ELSEWHERE	6014	N51	10000
ICD9	V02.9	CARRIER OR SUSPECTED CARRIER OF OTHER SPECIFIED INFECTIOUS ORGANISM	V029	Z228	10000
ICD9	987.8	TOXIC EFFECT OF OTHER SPECIFIED GASES, FUMES, OR VAPORS	9878	T595X2A	10000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S42209D	10000
ICD9	934.9	FOREIGN BODY IN RESPIRATORY TREE, UNSPECIFIED	9349	T17918A	10000
ICD9	279.04	CONGENITAL HYPOGAMMAGLOBULINEMIA	27904	D800	00000
ICD9	477.9	ALLERGIC RHINITIS, CAUSE UNSPECIFIED	4779	J300	10000
ICD9	314.0	ATTENTION DEFICIT DISORDER OF CHILDHOOD	31400	F909	10000
ICD9	780.39	OTHER CONVULSIONS	78039	R569	10000
ICD9	772.0	Fetal Blood Loss Affecting Newborn	7720	P504	10000
ICD9	736.6	OTHER ACQUIRED DEFORMITIES OF KNEE	7366	M21869	10000
ICD9	873.69	OPEN WOUND OF INTERNAL STRUCTURE OF MOUTH, OTHER AND MULTIPLE SITES, UNCOMPLICATED	87369	S01512A	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S82456D	10000
ICD9	851.49	CEREBELLAR OR BRAIN STEM CONTUSION WITHOUT MENTION OF OPEN INTRACRANIAL WOUND, WITH CONCUSSION, UNSPECIFIED	85149	S06370A	10000
ICD9	438.19	OTHER SPEECH AND LANGUAGE DEFICITS AS LATE EFFECT OF CEREBROVASCULAR DISEASE	43819	I69928	10000
ICD9	800.05	CLOSED FRACTURE OF VAULT OF SKULL WITHOUT MENTION OF INTRACRANIAL INJURY, WITH PROLONGED [MORE THAN 24 HOURS] LOSS OF CONSCIOUSNESS, WITHOUT RETURN TO PRE-EXISTING CONSCIOUS LEVEL	80005	S020XXA	10000
ICD9	788.20	RETENTION OF URINE, UNSPECIFIED	78820	R339	00000
ICD9	V49	OTHER CONDITIONS INFLUENCING HEALTH STATUS	V490	R6889	10000
ICD9	292.11	Drug-induced psychotic disorder with delusions	29211	F19950	10000
ICD9	492.8	OTHER EMPHYSEMA	4928	J439	10000
ICD9	E873.4	FAILURE IN DOSAGE IN ELECTROSHOCK OR INSULIN-SHOCK THERAPY	E8734	Y634	00000
ICD9	620	NONINFLAMMATORY DISORDERS OF OVARY, FALLOPIAN TUBE, AND BROAD LIGAMENT	6200	N8302	10000
ICD9	803.80	OTHER OPEN SKULL FRACTURE WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH STATE OF CONSCIOUSNESS UNSPECIFIED	80380	S0291XB	10111
ICD9	558.42	Eosinophilic colitis	55842	K5282	00000
ICD9	805.06	Closed fracture of sixth cervical vertebra, without mention of spinal cord injury	80506	S12500A	10000
ICD9	826.1	OPEN FRACTURE OF ONE OR MORE PHALANGES OF FOOT	8261	S92506B	10000
ICD9	447.70	Aortic Ectasia, Unspecified Site	44770	I77819	00000
ICD9	569.8	OTHER SPECIFIED DISORDERS OF INTESTINE	56989	K6389	10000
ICD9	997.62	INFECTION (CHRONIC) OF AMPUTATION STUMP	99762	T8740	10000
ICD9	716.8	OTHER SPECIFIED ARTHROPATHY	71680	M1280	10000
ICD9	E813.0	MOTOR VEHICLE TRAFFIC ACCIDENT INVOLVING COLLISION WITH OTHER VEHICLE INJURING DRIVER OF MOTOR VEHICLE OTHER THAN MOTORCYCLE	E8130	V465XXA	10000
ICD9	870.3	PENETRATING WOUND OF ORBIT, WITHOUT MENTION OF FOREIGN BODY	8703	S0540XA	10000
ICD9	611.82	Hypoplasia of breast	61182	N6482	00000
ICD9	V54.13	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF HIP	V5413	S32443D	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S62348D	10000
ICD9	E858.7	ACCIDENTAL POISONING BY AGENTS PRIMARILY AFFECTING SKIN AND MUCOUS MEMBRANE, OPHTHALMOLOGICAL, OTORHINOLARYNGOLOGICAL, AND DENTAL DRUGS	E8587	NoDx	11000
ICD9	978.9	POISONING BY MIXED BACTERIAL VACCINES, EXCEPT COMBINATIONS WITH A PERTUSSIS COMPONENT	9789	T50A24A	10000
ICD9	964.6	POISONING BY GAMMA GLOBULIN	9646	T50Z13A	10000
ICD9	801.30	CLOSED FRACTURE OF BASE OF SKULL WITH OTHER AND UNSPECIFIED INTRACRANIAL HEMORRHAGE, WITH STATE OF CONSCIOUSNESS UNSPECIFIED	80130	S06360A	10112
ICD9	V76	SPECIAL SCREENING FOR MALIGNANT NEOPLASMS	V760	Z122	00000
ICD9	374.14	CICATRICIAL ECTROPION	37414	H02119	10000
ICD9	989.89	TOXIC EFFECT OF OTHER SUBSTANCES, CHIEFLY NONMEDICINAL AS TO SOURCE	98989	T65822A	10000
ICD9	453.72	Chronic Venous Embolism and Thrombosis of Deep Veins of Upper Extremity	45372	I82729	10000
ICD9	279.03	OTHER SELECTIVE IMMUNOGLOBULIN DEFICIENCIES	27903	D803	10000
ICD9	V54.11	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF UPPER ARM	V5411	S42152D	10000
ICD9	E810.1	MOTOR VEHICLE TRAFFIC ACCIDENT INVOLVING COLLISION WITH TRAIN INJURING PASSENGER IN MOTOR VEHICLE OTHER THAN MOTORCYCLE	E8101	V456XXA	10000
ICD9	E830.9	ACCIDENT TO WATERCRAFT CAUSING SUBMERSION INJURING UNSPECIFIED PERSON	E8309	V9089XA	10000
ICD9	616.3	ABSCESS OF BARTHOLIN'S GLAND	6163	N751	00000
ICD9	716.50	UNSPECIFIED POLYARTHROPATHY OR POLYARTHRITIS, SITE UNSPECIFIED	71650	M130	10000
ICD9	695.19	Other erythema multiforme	69519	L518	10000
ICD9	110.3	DERMATOPHYTOSIS OF GROIN AND PERIANAL AREA	1103	B356	00000
ICD9	994.8	ELECTROCUTION AND NONFATAL EFFECTS OF ELECTRIC CURRENT	9948	T754XXA	10000
ICD9	681.10	CELLULITIS AND ABSCESS OF TOE, UNSPECIFIED	68110	L03039	10000
ICD9	373.33	XERODERMA OF EYELID	37333	H01149	10000
ICD9	648.94	Other current conditions classifiable elsewhere, complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication	64894	O253	10000
ICD9	943.41	Deep necrosis of underlying tissues due to burn [deep third degree] of forearm, without mention of loss of a body part	94341	T22719A	10000
ICD9	991.3	FROSTBITE OF OTHER AND UNSPECIFIED SITES	9913	T3499XA	10000
ICD9	360.1	OTHER ENDOPHTHALMITIS	36019	H4419	00000
ICD9	654.30	Retroverted and incarcerated gravid uterus, unspecified as to episode of care or not applicable	65430	O34539	10000
ICD9	V56.1	FITTING AND ADJUSTMENT OF EXTRACORPOREAL DIALYSIS CATHETER	V561	Z4901	00000
ICD9	E929	LATE EFFECTS OF ACCIDENTAL INJURY	E9290	V899XXS	10000
ICD9	989.5	TOXIC EFFECT OF VENOM	9895	T63441A	10000
ICD9	V54.19	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF OTHER BONE	V5419	S42001D	10000
ICD9	E870.8	ACCIDENTAL CUT, PUNCTURE, PERFORATION OR HEMORRHAGE DURING OTHER SPECIFIED MEDICAL CARE	E8708	NoDx	11000
ICD9	996.76	OTHER COMPLICATIONS DUE TO GENITOURINARY DEVICE, IMPLANT, AND GRAFT	99676	T8382XA	10000
ICD9	569.83	PERFORATION OF INTESTINE	56983	K631	00000
ICD9	987.9	TOXIC EFFECT OF UNSPECIFIED GAS, FUME, OR VAPOR	9879	T59814A	10000
ICD9	848.1	JAW SPRAIN	8481	S0343XA	10000
ICD9	826	FRACTURE OF ONE OR MORE PHALANGES OF FOOT	8260	S92403A	10000
ICD9	755.13	SYNDACTYLY OF TOES WITHOUT FUSION OF BONE	75513	Q7030	10000
ICD9	V10.44	PERSONAL HISTORY OF MALIGNANT NEOPLASM OF OTHER FEMALE GENITAL ORGANS	V1044	Z8544	00000
ICD9	350.8	OTHER SPECIFIED TRIGEMINAL NERVE DISORDERS	3508	G508	00000
ICD9	910.8	OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF FACE, NECK, AND SCALP, WITHOUT MENTION OF INFECTION	9108	S00409A	10000
ICD9	E999.0	LATE EFFECT OF INJURY DUE TO WAR OPERATIONS	E9990	Y36210S	10000
ICD9	V01.4	CONTACT WITH OR EXPOSURE TO RUBELLA	V014	Z204	00000
ICD9	427.89	OTHER SPECIFIED CARDIAC DYSRHYTHMIAS	42789	I498	10000
ICD9	253.1	OTHER AND UNSPECIFIED ANTERIOR PITUITARY HYPERFUNCTION	2531	E228	10000
ICD9	861.30	UNSPECIFIED INJURY OF LUNG WITH OPEN WOUND INTO THORAX	86130	S27309A	10111
ICD9	659.63	Elderly multigravida, with current pregnancy, antepartum condition or complication	65963	O09523	10000
ICD9	255.10	Hyperaldosteronism, unspecified	25510	E269	10000
ICD9	977.8	POISONING BY OTHER SPECIFIED DRUGS AND MEDICINAL SUBSTANCES	9778	T508X2A	10000
ICD9	V58.62	Long-Term (Current) Use of Antibiotics	V5862	Z792	00000
ICD9	371.82	CORNEAL DISORDER DUE TO CONTACT LENS	37182	H18829	10000
ICD9	803.25	OTHER CLOSED SKULL FRACTURE WITH SUBARACHNOID, SUBDURAL, AND EXTRADURAL HEMORRHAGE, WITH PROLONGED [MORE THAN 24 HOURS] LOSS OF CONSCIOUSNESS, WITHOUT RETURN TO PRE-EXISTING CONSCIOUS LEVEL	80325	S065X6A	10112
ICD9	824.4	BIMALLEOLAR FRACTURE, CLOSED	8244	S82846A	10000
ICD9	760.75	COCAINE AFFECTING FETUS VIA PLACENTA OR BREAST MILK	76075	P0441	00000
ICD9	962.9	POISONING BY OTHER AND UNSPECIFIED HORMONES AND SYNTHETIC SUBSTITUTES	9629	T38802A	10000
ICD9	205.00	Acute myeloid leukemia without mention of having achieved remission	20500	C9200	10000
ICD9	910.6	SUPERFICIAL FOREIGN BODY (SPLINTER) OF FACE, NECK, AND SCALP EXCEPT EYE, WITHOUT MAJOR OPEN WOUND AND WITHOUT MENTION OF INFECTION	9106	S0005XA	10000
ICD9	917.9	OTHER AND UNSPECIFIED SUPERFICIAL INJURY OF FOOT AND TOES, INFECTED	9179	S90933A	10111
ICD9	815.14	OPEN FRACTURE OF NECK OF METACARPAL BONE(S)	81514	S62339B	10000
ICD9	647.31	Tuberculosis complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition	64731	O9802	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S52009E	10000
ICD9	388.32	OBJECTIVE TINNITUS	38832	H9319	10000
ICD9	719.44	PAIN IN JOINT INVOLVING HAND	71944	M25542	10000
ICD9	819	MULTIPLE FRACTURES INVOLVING BOTH UPPER LIMBS, AND UPPER LIMB WITH RIB(S) AND STERNUM	8190	S2249XA	10123
ICD9	905.4	LATE EFFECT OF FRACTURE OF LOWER EXTREMITIES	9054	S99239S	10000
ICD9	V13.29	PERSONAL HISTORY OF OTHER GENITAL SYSTEM AND OBSTETRIC DISORDERS	V1329	Z8742	10000
ICD9	429.79	OTHER SEQUELAE OF MYOCARDIAL INFARCTION, NOT ELSEWHERE CLASSIFIED	42979	I230	10000
ICD9	795.79	OTHER AND UNSPECIFIED NONSPECIFIC IMMUNOLOGICAL FINDINGS	79579	R769	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S92414D	10000
ICD9	988.1	TOXIC EFFECT OF MUSHROOMS EATEN AS FOOD	9881	T620X1A	10000
ICD9	V54.19	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF OTHER BONE	V5419	S02401D	10000
ICD9	333.85	Subacute dyskinesia due to drugs	33385	G2401	00000
ICD9	782.0	DISTURBANCE OF SKIN SENSATION	7820	R208	10000
ICD9	803.11	OTHER CLOSED SKULL FRACTURE WITH CEREBRAL LACERATION AND CONTUSION, WITH NO LOSS OF CONSCIOUSNESS	80311	S06330A	10112
ICD9	611.72	LUMP OR MASS IN BREAST	61172	N6341	10000
ICD9	368.2	DIPLOPIA	3682	H532	00000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S92012D	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S99241D	10000
ICD9	017.0	TUBERCULOSIS OF SKIN AND SUBCUTANEOUS CELLULAR TISSUE	01700	A184	10000
ICD9	754.60	TALIPES VALGUS, CONGENITAL	75460	Q664	10000
ICD9	478.30	UNSPECIFIED PARALYSIS OF VOCAL CORDS	47830	J3800	00000
ICD9	705.89	OTHER SPECIFIED DISORDERS OF SWEAT GLANDS	70589	L758	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S52539D	10000
ICD9	569.62	MECHANICAL COMPLICATION OF COLOSTOMY AND ENTEROSTOMY	56962	K9403	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S92599D	10000
ICD9	997.79	VASCULAR COMPLICATIONS OF OTHER VESSELS	99779	T8172XA	10000
ICD9	122.0	ECHINOCOCCUS GRANULOSUS INFECTION OF LIVER	1220	B670	00000
ICD9	956.1	INJURY TO FEMORAL NERVE	9561	S7410XA	10000
ICD9	611.6	GALACTORRHEA NOT ASSOCIATED WITH CHILDBIRTH	6116	N643	00000
ICD9	863.85	INJURY TO APPENDIX WITHOUT OPEN WOUND INTO CAVITY	86385	S36899A	10000
ICD9	364.10	CHRONIC IRIDOCYCLITIS, UNSPECIFIED	36410	H2013	10000
ICD9	173.39	Other Specified Malignant Neoplasm of Skin of Other and Unspecified Parts of Face	17339	C44391	10000
ICD9	752.52	RETRACTILE TESTIS	75252	Q5522	00000
ICD9	524.55	Centric occlusion maximum intercuspation discrepancy	52455	M2655	00000
ICD9	952.01	C(1)-C(4) LEVEL WITH COMPLETE LESION OF SPINAL CORD	95201	S14111A	10000
ICD9	646.70	Liver and Biliary Tract Disorders in Pregnancy, Unspecified as to Episode of Care or Not Applicable	64670	O26619	10000
ICD9	944.24	BLISTERS WITH EPIDERMAL LOSS DUE TO BURN [SECOND DEGREE] OF TWO OR MORE DIGITS OF HAND INCLUDING THUMB	94424	T23649A	10000
ICD9	970.8	POISONING BY OTHER SPECIFIED CENTRAL NERVOUS SYSTEM STIMULANTS	97089	T50991A	10000
ICD9	198.1	SECONDARY MALIGNANT NEOPLASM OF OTHER URINARY ORGANS	1981	C7919	10000
ICD9	806.03	CLOSED FRACTURE OF C(1)-C(4) LEVEL WITH CENTRAL CORD SYNDROME	80603	S12201A	10132
ICD9	727.60	NONTRAUMATIC RUPTURE OF UNSPECIFIED TENDON	72760	M669	10000
ICD9	V54.12	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER ARM	V5412	S52264D	10000
ICD9	511.0	PLEURISY WITHOUT MENTION OF EFFUSION OR CURRENT TUBERCULOSIS	5110	J949	10000
ICD9	911.6	SUPERFICIAL FOREIGN BODY (SPLINTER) OF TRUNK, WITHOUT MAJOR OPEN WOUND AND WITHOUT MENTION OF INFECTION	9116	S30857A	10000
ICD9	941.21	BLISTERS, WITH EPIDERMAL LOSS DUE TO BURN [SECOND DEGREE] OF EAR [ANY PART]	94121	T20619A	10000
ICD9	780.93	Memory loss	78093	R413	10000
ICD9	142.1	MALIGNANT NEOPLASM OF SUBMANDIBULAR GLAND	1421	C080	00000
ICD9	951.4	INJURY TO FACIAL NERVE	9514	S0450XA	10000
ICD9	360.21	PROGRESSIVE HIGH (DEGENERATIVE) MYOPIA	36021	H442A2	10000
ICD9	464.0	ACUTE LARYNGITIS	46400	J040	00000
ICD9	473.8	OTHER CHRONIC SINUSITIS	4738	J324	10000
ICD9	077.3	OTHER ADENOVIRAL CONJUNCTIVITIS	0773	B301	10000
ICD9	748.3	OTHER CONGENITAL ANOMALIES OF LARYNX, TRACHEA, AND BRONCHUS	7483	Q324	10000
ICD9	905.6	LATE EFFECT OF DISLOCATION	9056	S0301XS	10000
ICD9	218.9	LEIOMYOMA OF UTERUS, UNSPECIFIED	2189	D259	00000
ICD9	V82.1	SCREENING FOR RHEUMATOID ARTHRITIS	V821	Z13828	10000
ICD9	344.01	C(1)-C(4) QUADRIPLEGIA AND QUADRIPARESIS, COMPLETE	34401	G8251	00000
ICD9	646.14	Edema or excessive weight gain in pregnancy, without mention of hypertension, postpartum condition or complication	64614	O1201	10000
ICD9	E855.6	ACCIDENTAL POISONING BY SYMPATHOLYTICS [ANTIADRENERGICS]	E8556	NoDx	11000
ICD9	015.90	TUBERCULOSIS OF UNSPECIFIED BONES AND JOINTS, UNSPECIFIED EXAMINATION	01590	A1802	10000
ICD9	414	OTHER FORMS OF CHRONIC ISCHEMIC HEART DISEASE	41400	I2510	10000
ICD9	345.10	GENERALIZED CONVULSIVE EPILEPSY, WITHOUT MENTION OF INTRACTABLE EPILEPSY	34510	G40401	10000
ICD9	E967.0	Perpetrator of child and adult abuse by father, stepfather, or boyfriend	E9670	Y0711	10000
ICD9	771.89	OTHER INFECTIONS SPECIFIC TO THE PERINATAL PERIOD	77189	P398	10000
ICD9	996.66	INFECTION AND INFLAMMATORY REACTION DUE TO INTERNAL JOINT PROSTHESIS	99666	T8450XA	10000
ICD9	379.9	UNSPECIFIED DISORDER OF EYE AND ADNEXA	37990	H579	10000
ICD9	E905.8	POISONING AND TOXIC REACTIONS CAUSED BY OTHER SPECIFIED ANIMALS AND PLANTS	E9058	NoDx	11000
ICD9	250.92	Diabetes mellitus with unspecified complication, type II or unspecified type, uncontrolled	25092	E1165	10112
ICD9	V54.19	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF OTHER BONE	V5419	S42032D	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S99129D	10000
ICD9	125.5	MANSONELLA OZZARDI INFECTION	1255	B744	00000
ICD9	989.6	TOXIC EFFECT OF SOAPS AND DETERGENTS	9896	T550X3A	10000
ICD9	656.13	Rhesus isoimmunization affecting management of mother, antepartum condition or complication	65613	O360120	10000
ICD9	989.5	TOXIC EFFECT OF VENOM	9895	T6392XA	10000
ICD9	656.20	Isoimmunization from other and unspecified blood-group incompatibility affecting management of mother, unspecified as to episode of care or not applicable	65620	O361990	10000
ICD9	707.03	Pressure ulcer, lower back	70703	L89149	10000
ICD9	906.6	LATE EFFECT OF BURN OF WRIST AND HAND	9066	T23479S	10000
ICD9	V65.5	PERSON WITH FEARED COMPLAINT IN WHOM NO DIAGNOSIS WAS MADE	V655	Z711	00000
ICD9	614.1	CHRONIC SALPINGITIS AND OOPHORITIS	6141	N7013	10000
ICD9	335	ANTERIOR HORN CELL DISEASE	3350	G120	00000
ICD9	718.85	OTHER JOINT DERANGEMENT, NOT ELSEWHERE CLASSIFIED, INVOLVING PELVIC REGION AND THIGH	71885	M24859	10000
ICD9	345.9	EPILEPSY, UNSPECIFIED	34590	G40901	10000
ICD9	304.80	COMBINATIONS OF DRUG DEPENDENCE EXCLUDING OPIOID TYPE DRUG, UNSPECIFIED USE	30480	F1920	10000
ICD9	209.74	Secondary Neuroendocrine Tumor of Peritoneum	20974	C7B04	10000
ICD9	528.7	OTHER DISTURBANCES OF ORAL EPITHELIUM, INCLUDING TONGUE	52879	K1329	10000
ICD9	608.89	OTHER SPECIFIED DISORDERS OF MALE GENITAL ORGANS	60889	N50819	10000
ICD9	735.2	HALLUX RIGIDUS	7352	M2020	10000
ICD9	511	PLEURISY	5110	J949	10000
ICD9	E821	NONTRAFFIC ACCIDENT INVOLVING OTHER OFF-ROAD MOTOR VEHICLE	E8210	V8659XA	10000
ICD9	094.2	SYPHILITIC MENINGITIS	0942	A5213	10000
ICD9	524.07	Excessive tuberosity of jaw	52407	M2607	00000
ICD9	348.89	Other Conditions of Brain	34889	G9389	10000
ICD9	284.8	OTHER SPECIFIED APLASTIC ANEMIAS	28489	D611	10000
ICD9	277.85	Disorders of fatty acid oxidation	27785	E71312	10000
ICD9	V67.51	FOLLOW-UP EXAMINATION FOLLOWING TREATMENT WITH HIGH-RISK MEDICATION, NOT ELSEWHERE CLASSIFIED	V6751	Z09	10000
ICD9	733.82	NONUNION OF FRACTURE	73382	S42009K	10000
ICD9	027	OTHER ZOONOTIC BACTERIAL DISEASES	0270	A3281	10000
ICD9	806.8	CLOSED FRACTURE OF UNSPECIFIED VERTEBRA WITH SPINAL CORD INJURY	8068	S3210XA	10142
ICD9	E834.2	OTHER FALL FROM ONE LEVEL TO ANOTHER IN WATER TRANSPORT INJURING OCCUPANT OF OTHER WATERCRAFT -- CREW	E8342	V9339XA	10000
ICD9	V54.16	AFTERCARE FOR HEALING TRAUMATIC FRACTURE OF LOWER LEG	V5416	S92143D	10000
ICD9	323.82	Other causes of myelitis	32382	G0489	10000
ICD9	389.05	Conductive hearing loss, unilateral	38905	H9011	10000
ICD9	381.0	ACUTE NONSUPPURATIVE OTITIS MEDIA	38100	H65199	10000
ICD9	508.2	Respiratory Conditions Due to Smoke Inhalation	5082	J705	00000
ICD9	281.2	FOLATE-DEFICIENCY ANEMIA	2812	D521	10000
ICD9	805.07	Closed fracture of seventh cervical vertebra, without mention of spinal cord injury	80507	S12601A	10000
ICD9	911.4	INSECT BITE, NONVENOMOUS OF TRUNK, WITHOUT MENTION OF INFECTION	9114	S30867A	10000
ICD9	941.17	ERYTHEMA DUE TO BURN [FIRST DEGREE] OF FOREHEAD AND CHEEK	94117	T2016XA	10000
ICD9	755.54	MADELUNG'S DEFORMITY	75554	Q740	10000
ICD9	854.01	INTRACRANIAL INJURY OF OTHER AND UNSPECIFIED NATURE, WITHOUT MENTION OF OPEN INTRACRANIAL WOUND, WITH NO LOSS OF CONSCIOUSNESS	85401	S061X0A	10000
ICD9	712.95	UNSPECIFIED CRYSTAL ARTHROPATHY INVOLVING PELVIC REGION AND THIGH	71295	M11859	10000
ICD9	577.8	OTHER SPECIFIED DISEASES OF PANCREAS	5778	K8681	10000
ICD9	478	OTHER DISEASES OF UPPER RESPIRATORY TRACT	4780	J343	00000
